name	version	authors	repository	license	license_file	description
toml_edit	0.23.9		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Yet another format-preserving TOML parser.
toml_parser	1.0.4		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Yet another format-preserving TOML parser.
toml_writer	1.0.4		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		A low-level interface for writing out TOML
tower	0.5.2	Tower Maintainers <team@tower-rs.com>	https://github.com/tower-rs/tower	MIT		Tower is a library of modular and reusable components for building robust clients and servers.
tower-http	0.6.8	Tower Maintainers <team@tower-rs.com>	https://github.com/tower-rs/tower-http	MIT		Tower middleware and utilities for HTTP clients and servers
tower-layer	0.3.3	Tower Maintainers <team@tower-rs.com>	https://github.com/tower-rs/tower	MIT		Decorates a `Service` to allow easy composition between `Service`s.
tower-service	0.3.3	Tower Maintainers <team@tower-rs.com>	https://github.com/tower-rs/tower	MIT		Trait representing an asynchronous, request / response based, client or server.
tracing	0.1.43	Eliza Weisman <eliza@buoyant.io>|Tokio Contributors <team@tokio.rs>	https://github.com/tokio-rs/tracing	MIT		Application-level tracing for Rust.
tracing-core	0.1.35	Tokio Contributors <team@tokio.rs>	https://github.com/tokio-rs/tracing	MIT		Core primitives for application-level tracing.
tray-icon	0.21.2		https://github.com/tauri-apps/tray-icon	Apache-2.0 OR MIT		Create tray icons for desktop applications
try-lock	0.2.5	Sean McArthur <sean@seanmonstar.com>	https://github.com/seanmonstar/try-lock	MIT		A lightweight atomic lock.
twier	0.0.0	Takagi Tasuku <tasuren@outlook.jp>		GPL-3.0-or-later		
typeid	1.0.3	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/typeid	Apache-2.0 OR MIT		Const TypeId and non-'static TypeId
typenum	1.19.0	Paho Lurie-Gregg <paho@paholg.com>|Andre Bogus <bogusandre@gmail.com>	https://github.com/paholg/typenum	Apache-2.0 OR MIT		Typenum is a Rust library for type-level numbers evaluated at     compile time. It currently supports bits, unsigned integers, and signed     integers. It also provides a type-level array of type-level numbers, but its     implementation is incomplete.
unic-char-property	0.9.0	The UNIC Project Developers	https://github.com/open-i18n/rust-unic/	Apache-2.0 OR MIT		UNIC — Unicode Character Tools — Character Property taxonomy, contracts and build macros
unic-char-range	0.9.0	The UNIC Project Developers	https://github.com/open-i18n/rust-unic/	Apache-2.0 OR MIT		UNIC — Unicode Character Tools — Character Range and Iteration
unic-common	0.9.0	The UNIC Project Developers	https://github.com/open-i18n/rust-unic/	Apache-2.0 OR MIT		UNIC — Common Utilities
unic-ucd-ident	0.9.0	The UNIC Project Developers	https://github.com/open-i18n/rust-unic/	Apache-2.0 OR MIT		UNIC — Unicode Character Database — Identifier Properties
unic-ucd-version	0.9.0	The UNIC Project Developers	https://github.com/open-i18n/rust-unic/	Apache-2.0 OR MIT		UNIC — Unicode Character Database — Version
unicode-ident	1.0.22	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/unicode-ident	(Apache-2.0 OR MIT) AND Unicode-3.0		Determine whether characters have the XID_Start or XID_Continue properties according to Unicode Standard Annex #31
unicode-segmentation	1.12.0	kwantam <kwantam@gmail.com>|Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-rs/unicode-segmentation	Apache-2.0 OR MIT		This crate provides Grapheme Cluster, Word and Sentence boundaries according to Unicode Standard Annex #29 rules.
url	2.5.7	The rust-url developers	https://github.com/servo/rust-url	Apache-2.0 OR MIT		URL library for Rust, based on the WHATWG URL Standard
urlpattern	0.3.0	the Deno authors|crowlKats <crowlkats@toaxl.com>	https://github.com/denoland/rust-urlpattern	MIT		rust-urlpattern is a Rust implementation of the URLPattern standard
utf-8	0.7.6	Simon Sapin <simon.sapin@exyr.org>	https://github.com/SimonSapin/rust-utf8	Apache-2.0 OR MIT		Incremental, zero-copy UTF-8 decoding with error handling
utf8_iter	1.0.4	Henri Sivonen <hsivonen@hsivonen.fi>	https://github.com/hsivonen/utf8_iter	Apache-2.0 OR MIT		Iterator by char over potentially-invalid UTF-8 in &[u8]
uuid	1.19.0	Ashley Mannix<ashleymannix@live.com.au>|Dylan DPC<dylan.dpc@gmail.com>|Hunar Roop Kahlon<hunar.roop@gmail.com>	https://github.com/uuid-rs/uuid	Apache-2.0 OR MIT		A library to generate and parse UUIDs.
version-compare	0.2.1	Tim Visee <3a4fb3964f@sinenomine.email>	https://gitlab.com/timvisee/version-compare	MIT		Rust library to easily compare version numbers with no specific format, and test against various comparison operators.
version_check	0.9.5	Sergio Benitez <sb@sergio.bz>	https://github.com/SergioBenitez/version_check	Apache-2.0 OR MIT		Tiny crate to check the version of the installed/running rustc.
vswhom	0.1.0	nabijaczleweli <nabijaczleweli@gmail.com>	https://github.com/nabijaczleweli/vswhom.rs	MIT		FFI to Jon Blow's VS discovery script
vswhom-sys	0.1.3	наб <nabijaczleweli@nabijaczleweli.xyz>|forrestsmithfb <forrest.smith@fb.com>	https://github.com/nabijaczleweli/vswhom-sys.rs	MIT		Pure FFI to Jon Blow's VS discovery script
walkdir	2.5.0	Andrew Gallant <jamslam@gmail.com>	https://github.com/BurntSushi/walkdir	MIT OR Unlicense		Recursively walk a directory.
want	0.3.1	Sean McArthur <sean@seanmonstar.com>	https://github.com/seanmonstar/want	MIT		Detect when another Future wants a result.
wasi	0.9.0+wasi-snapshot-preview1	The Cranelift Project Developers	https://github.com/bytecodealliance/wasi	Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT		Experimental WASI API bindings for Rust
wasi	0.11.1+wasi-snapshot-preview1	The Cranelift Project Developers	https://github.com/bytecodealliance/wasi	Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT		Experimental WASI API bindings for Rust
wasip2	1.0.1+wasi-0.2.4		https://github.com/bytecodealliance/wasi-rs	Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT		WASIp2 API bindings for Rust
wasm-bindgen	0.2.106	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen	Apache-2.0 OR MIT		Easy support for interacting between JS and Rust.
wasm-bindgen-futures	0.4.56	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures	Apache-2.0 OR MIT		Bridging the gap between Rust Futures and JavaScript Promises
wasm-bindgen-macro	0.2.106	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro	Apache-2.0 OR MIT		Definition of the `#[wasm_bindgen]` attribute, an internal dependency
wasm-bindgen-macro-support	0.2.106	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support	Apache-2.0 OR MIT		Implementation APIs for the `#[wasm_bindgen]` attribute
wasm-bindgen-shared	0.2.106	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared	Apache-2.0 OR MIT		Shared support between wasm-bindgen and wasm-bindgen cli, an internal dependency.
wasm-streams	0.4.2	Mattias Buelens <mattias@buelens.com>	https://github.com/MattiasBuelens/wasm-streams/	Apache-2.0 OR MIT		Bridging between web streams and Rust streams using WebAssembly
web-sys	0.3.83	The wasm-bindgen Developers	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys	Apache-2.0 OR MIT		Bindings for all Web APIs, a procedurally generated crate from WebIDL
webkit2gtk	2.0.1		https://github.com/tauri-apps/webkit2gtk-rs	MIT		Rust bindings for webkit-gtk library
webkit2gtk-sys	2.0.1		https://github.com/tauri-apps/webkit2gtk-rs	MIT		Rust binding for webkit-gtk library
webview2-com	0.38.0		https://github.com/wravery/webview2-rs	MIT		Rust bindings for the WebView2 COM APIs
webview2-com-macros	0.8.0		https://github.com/wravery/webview2-rs	MIT		Macros which generate callback implementations for WebView2 COM APIs
webview2-com-sys	0.38.0		https://github.com/wravery/webview2-rs	MIT		Bindings generated with the windows crate for the WebView2 COM APIs
winapi	0.3.9	Peter Atashian <retep998@gmail.com>	https://github.com/retep998/winapi-rs	Apache-2.0 OR MIT		Raw FFI bindings for all of Windows API.
winapi-i686-pc-windows-gnu	0.4.0	Peter Atashian <retep998@gmail.com>	https://github.com/retep998/winapi-rs	Apache-2.0 OR MIT		Import libraries for the i686-pc-windows-gnu target. Please don't use this crate directly, depend on winapi instead.
winapi-util	0.1.11	Andrew Gallant <jamslam@gmail.com>	https://github.com/BurntSushi/winapi-util	MIT OR Unlicense		A dumping ground for high level safe wrappers over windows-sys.
winapi-x86_64-pc-windows-gnu	0.4.0	Peter Atashian <retep998@gmail.com>	https://github.com/retep998/winapi-rs	Apache-2.0 OR MIT		Import libraries for the x86_64-pc-windows-gnu target. Please don't use this crate directly, depend on winapi instead.
window-vibrancy	0.6.0	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri-plugin-vibrancy	Apache-2.0 OR MIT		Make your windows vibrant.
windows	0.61.3	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Rust for Windows
windows-collections	0.2.0		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows collection types
windows-core	0.61.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Core type support for COM and Windows
windows-core	0.62.2		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Core type support for COM and Windows
windows-future	0.2.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows async types
windows-implement	0.60.2		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		The implement macro for the Windows crates
windows-interface	0.59.3		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		The interface macro for the Windows crates
windows-link	0.1.3	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Linking for Windows
windows-link	0.2.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Linking for Windows
windows-numerics	0.2.0		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows numeric types
windows-result	0.3.4	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows error handling
windows-result	0.4.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows error handling
windows-strings	0.4.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows string types
windows-strings	0.5.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows string types
windows-sys	0.45.0	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Rust for Windows
windows-sys	0.59.0	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Rust for Windows
windows-sys	0.60.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Rust for Windows
windows-sys	0.61.2		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Rust for Windows
windows-targets	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import libs for Windows
windows-targets	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import libs for Windows
windows-targets	0.53.5		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import libs for Windows
windows-threading	0.1.0	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows threading
windows-version	0.1.7		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Windows version information
windows_aarch64_gnullvm	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_aarch64_gnullvm	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_aarch64_gnullvm	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_aarch64_msvc	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_aarch64_msvc	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_aarch64_msvc	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_gnu	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_gnu	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_gnu	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_gnullvm	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_gnullvm	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_msvc	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_msvc	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_i686_msvc	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnu	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnu	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnu	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnullvm	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnullvm	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_gnullvm	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_msvc	0.42.2	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_msvc	0.52.6	Microsoft	https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
windows_x86_64_msvc	0.53.1		https://github.com/microsoft/windows-rs	Apache-2.0 OR MIT		Import lib for Windows
winnow	0.5.40		https://github.com/winnow-rs/winnow	MIT		A byte-oriented, zero-copy, parser combinators library
winnow	0.7.14		https://github.com/winnow-rs/winnow	MIT		A byte-oriented, zero-copy, parser combinators library
winreg	0.55.0	Igor Shaula <gentoo90@gmail.com>	https://github.com/gentoo90/winreg-rs	MIT		Rust bindings to MS Windows Registry API
wit-bindgen	0.46.0	Alex Crichton <alex@alexcrichton.com>	https://github.com/bytecodealliance/wit-bindgen	Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT		Rust bindings generator and runtime support for WIT and the component model. Used when compiling Rust programs to the component model.
writeable	0.6.2	The ICU4X Project Developers	https://github.com/unicode-org/icu4x	Unicode-3.0		A more efficient alternative to fmt::Display
wry	0.53.5	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/wry	Apache-2.0 OR MIT		Cross-platform WebView rendering library
x11	2.21.0	daggerbot <daggerbot@gmail.com>|Erle Pereira <erle@erlepereira.com>|AltF02 <contact@altf2.dev>	https://github.com/AltF02/x11-rs.git	MIT		X11 library bindings for Rust
x11-dl	2.21.0	daggerbot <daggerbot@gmail.com>|Erle Pereira <erle@erlepereira.com>|AltF02 <contact@altf2.dev>	https://github.com/AltF02/x11-rs.git	MIT		X11 library bindings for Rust
yoke	0.8.1	Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-org/icu4x	Unicode-3.0		Abstraction allowing borrowed data to be carried along with the backing data it borrows from
yoke-derive	0.8.1	Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-org/icu4x	Unicode-3.0		Custom derive for the yoke crate
zerocopy	0.8.31	Joshua Liebow-Feeser <joshlf@google.com>|Jack Wrenn <jswrenn@amazon.com>	https://github.com/google/zerocopy	Apache-2.0 OR BSD-2-Clause OR MIT		"Zerocopy makes zero-cost memory manipulation effortless. We write ""unsafe"" so you don't have to."
zerocopy-derive	0.8.31	Joshua Liebow-Feeser <joshlf@google.com>|Jack Wrenn <jswrenn@amazon.com>	https://github.com/google/zerocopy	Apache-2.0 OR BSD-2-Clause OR MIT		Custom derive for traits from the zerocopy crate
zerofrom	0.1.6	Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-org/icu4x	Unicode-3.0		ZeroFrom trait for constructing
zerofrom-derive	0.1.6	Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-org/icu4x	Unicode-3.0		Custom derive for the zerofrom crate
zerotrie	0.2.3	The ICU4X Project Developers	https://github.com/unicode-org/icu4x	Unicode-3.0		A data structure that efficiently maps strings to integers
zerovec	0.11.5	The ICU4X Project Developers	https://github.com/unicode-org/icu4x	Unicode-3.0		Zero-copy vector backed by a byte array
zerovec-derive	0.11.2	Manish Goregaokar <manishsmail@gmail.com>	https://github.com/unicode-org/icu4x	Unicode-3.0		Custom derive for the zerovec crate
